Script started on 2020-09-20 11:48:32-0400
]0;danielvaseekaran@school: ~/Documents/GTOMSCS/CS6210-AOS/projects/CS6210-project1/cpu[01;32mdanielvaseekaran@school[00m:[01;34m~/Documents/GTOMSCS/CS6210-AOS/projects/CS6210-project1/cpu[00m$ ./monitor.py 
--------------------------------------------------
0 - usage: 1.0 | mapping ['aos_vm6', 'aos_vm8', 'aos_vm4', 'aos_vm1', 'aos_vm7', 'aos_vm2', 'aos_vm5', 'aos_vm3']
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 22.0 | mapping ['aos_vm6']
1 - usage: 21.0 | mapping ['aos_vm8']
2 - usage: 17.0 | mapping ['aos_vm4']
3 - usage: 17.0 | mapping ['aos_vm1']
4 - usage: 17.0 | mapping ['aos_vm7']
5 - usage: 17.0 | mapping ['aos_vm2']
6 - usage: 23.0 | mapping ['aos_vm5']
7 - usage: 22.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 18.0 | mapping ['aos_vm6']
1 - usage: 19.0 | mapping ['aos_vm8']
2 - usage: 15.0 | mapping ['aos_vm4']
3 - usage: 14.0 | mapping ['aos_vm1']
4 - usage: 15.0 | mapping ['aos_vm7']
5 - usage: 15.0 | mapping ['aos_vm2']
6 - usage: 17.0 | mapping ['aos_vm5']
7 - usage: 19.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 19.0 | mapping ['aos_vm6']
1 - usage: 20.0 | mapping ['aos_vm8']
2 - usage: 16.0 | mapping ['aos_vm4']
3 - usage: 15.0 | mapping ['aos_vm1']
4 - usage: 16.0 | mapping ['aos_vm7']
5 - usage: 15.0 | mapping ['aos_vm2']
6 - usage: 20.0 | mapping ['aos_vm5']
7 - usage: 19.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 21.0 | mapping ['aos_vm6']
1 - usage: 20.0 | mapping ['aos_vm8']
2 - usage: 18.0 | mapping ['aos_vm4']
3 - usage: 17.0 | mapping ['aos_vm1']
4 - usage: 17.0 | mapping ['aos_vm7']
5 - usage: 18.0 | mapping ['aos_vm2']
6 - usage: 21.0 | mapping ['aos_vm5']
7 - usage: 21.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 21.0 | mapping ['aos_vm6']
1 - usage: 20.0 | mapping ['aos_vm8']
2 - usage: 17.0 | mapping ['aos_vm4']
3 - usage: 15.0 | mapping ['aos_vm1']
4 - usage: 16.0 | mapping ['aos_vm7']
5 - usage: 16.0 | mapping ['aos_vm2']
6 - usage: 20.0 | mapping ['aos_vm5']
7 - usage: 19.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 20.0 | mapping ['aos_vm6']
1 - usage: 20.0 | mapping ['aos_vm8']
2 - usage: 17.0 | mapping ['aos_vm4']
3 - usage: 18.0 | mapping ['aos_vm1']
4 - usage: 18.0 | mapping ['aos_vm7']
5 - usage: 17.0 | mapping ['aos_vm2']
6 - usage: 21.0 | mapping ['aos_vm5']
7 - usage: 21.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 18.0 | mapping ['aos_vm6']
1 - usage: 19.0 | mapping ['aos_vm8']
2 - usage: 14.0 | mapping ['aos_vm4']
3 - usage: 13.0 | mapping ['aos_vm1']
4 - usage: 15.0 | mapping ['aos_vm7']
5 - usage: 15.0 | mapping ['aos_vm2']
6 - usage: 17.0 | mapping ['aos_vm5']
7 - usage: 18.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 9.0 | mapping ['aos_vm6']
1 - usage: 10.0 | mapping ['aos_vm8']
2 - usage: 10.0 | mapping ['aos_vm4']
3 - usage: 8.0 | mapping ['aos_vm1']
4 - usage: 8.0 | mapping ['aos_vm7']
5 - usage: 8.0 | mapping ['aos_vm2']
6 - usage: 9.0 | mapping ['aos_vm5']
7 - usage: 10.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 13.0 | mapping ['aos_vm6']
1 - usage: 11.0 | mapping ['aos_vm8']
2 - usage: 10.0 | mapping ['aos_vm4']
3 - usage: 11.0 | mapping ['aos_vm1']
4 - usage: 11.0 | mapping ['aos_vm7']
5 - usage: 11.0 | mapping ['aos_vm2']
6 - usage: 13.0 | mapping ['aos_vm5']
7 - usage: 12.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 20.0 | mapping ['aos_vm6']
1 - usage: 21.0 | mapping ['aos_vm8']
2 - usage: 15.0 | mapping ['aos_vm4']
3 - usage: 16.0 | mapping ['aos_vm1']
4 - usage: 17.0 | mapping ['aos_vm7']
5 - usage: 16.0 | mapping ['aos_vm2']
6 - usage: 19.0 | mapping ['aos_vm5']
7 - usage: 20.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
--------------------------------------------------
0 - usage: 15.0 | mapping ['aos_vm6']
1 - usage: 15.0 | mapping ['aos_vm8']
2 - usage: 14.0 | mapping ['aos_vm4']
3 - usage: 12.0 | mapping ['aos_vm1']
4 - usage: 13.0 | mapping ['aos_vm7']
5 - usage: 13.0 | mapping ['aos_vm2']
6 - usage: 16.0 | mapping ['aos_vm5']
7 - usage: 16.0 | mapping ['aos_vm3']
8 - usage: 0.0 | mapping []
9 - usage: 0.0 | mapping []
10 - usage: 0.0 | mapping []
11 - usage: 0.0 | mapping []
^CTraceback (most recent call last):
  File "./monitor.py", line 117, in <module>
    s.run()
  File "/usr/lib/python2.7/sched.py", line 111, in run
    delayfunc(time - now)
KeyboardInterrupt
]0;danielvaseekaran@school: ~/Documents/GTOMSCS/CS6210-AOS/projects/CS6210-project1/cpu[01;32mdanielvaseekaran@school[00m:[01;34m~/Documents/GTOMSCS/CS6210-AOS/projects/CS6210-project1/cpu[00m$ exit
exit

Script done on 2020-09-20 11:49:16-0400
